"Protein_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"evm.TU.chromosome_13.1986",52.7484849823067,-1.6066075818262,0.298414603916006,-5.38381017799788,7.29254096385483e-08,2.09243931312069e-06,NA,NA,NA,"tr|A0A2B4S4B6|A0A2B4S4B6_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene12112 PE=4 SV=1","ref|XP_020621793.1|",0,"golgin subfamily A member 4-like [Orbicella faveolata]",NA,""
"evm.TU.chromosome_6.2471",6.91364226066526,-4.82993476341614,0.897387945444886,-5.38221489148895,7.35748550761865e-08,2.10722144237363e-06,NA,NA,NA,"tr|A0A2B4SY12|A0A2B4SY12_STYPI",2.08e-128,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene1735 PE=4 SV=1","gb|PFX33448.1|",3.23e-128,"hypothetical protein AWC38_SpisGene1735 [Stylophora pistillata]",NA,"GO:0090729"
"evm.TU.chromosome_9.2249",21.5020653328641,3.98229305398455,0.740266952550596,5.37953645001107,7.46778742863949e-08,2.13491664285058e-06,"sp|Q62425|NDUA4_MOUSE",5.39e-16,"Cytochrome c oxidase subunit NDUFA4 OS=Mus musculus GN=Ndufa4 PE=1 SV=2","tr|D7NNB1|D7NNB1_ACRMI",2.33e-31,"Uncharacterized protein OS=Acropora millepora PE=2 SV=1","ref|XP_022799432.1|",5.43e-39,"cytochrome c oxidase subunit NDUFA4-like [Stylophora pistillata]","GO:0005743; GO:0005751; GO:0005739; GO:0004129; GO:0032403","GO:0016021"
"evm.TU.chromosome_6.862",57.4361261512367,0.97089378110741,0.180523839040805,5.37820260341323,7.5233127810156e-08,2.14687989269163e-06,"sp|O88368|MITF_RAT",1.94e-69,"Microphthalmia-associated transcription factor OS=Rattus norvegicus GN=Mitf PE=2 SV=2","tr|A0A2B4SYA7|A0A2B4SYA7_STYPI",0,"Microphthalmia-associated transcription factor OS=Stylophora pistillata GN=Mitf PE=4 SV=1","ref|XP_020603125.1|",0,"microphthalmia-associated transcription factor-like isoform X2 [Orbicella faveolata]","GO:0005634; GO:0043234; GO:0003682; GO:0003677; GO:0003700; GO:0070888; GO:0046983; GO:0000978; GO:0000981; GO:0003705; GO:0001077; GO:0046849; GO:0043010; GO:0044336; GO:0030154; GO:0045165; GO:0030318; GO:0043066; GO:0000122; GO:0030316; GO:0043473; GO:2000144; GO:0010628; GO:0045944; GO:0045893; GO:0006461; GO:0042127; GO:0010468; GO:0045670; GO:2001141; GO:0006357; GO:0006355; GO:0006351; GO:0016055","GO:0046983; GO:0006959; GO:0045893"
"evm.TU.chromosome_13.562_evm.TU.chromosome_13.563",11.2968388511687,-2.56725531030583,0.477523700617293,-5.37618406581108,7.60810157107039e-08,2.16713528417332e-06,NA,NA,NA,"tr|A0A2B4SPK7|A0A2B4SPK7_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene3391 PE=4 SV=1","ref|XP_020631940.1|",0,"uncharacterized protein LOC110068868 [Orbicella faveolata]",NA,"GO:0016021"
"evm.TU.chromosome_11.504",20.1467283401124,1.65749547846635,0.30832951204814,5.37572763455597,7.6274018934703e-08,2.16869696952928e-06,"sp|Q05090|KLC_STRPU",5.01e-137,"Kinesin light chain OS=Strongylocentrotus purpuratus PE=2 SV=1","tr|A0A2B4T2B6|A0A2B4T2B6_STYPI",0,"Kinesin light chain OS=Stylophora pistillata GN=AWC38_SpisGene218 PE=4 SV=1","ref|XP_020618773.1|",0,"kinesin light chain-like isoform X1 [Orbicella faveolata]","GO:0005737; GO:0005871; GO:0005874; GO:0003777","GO:0005871; GO:0003777"
"evm.TU.chromosome_4.579",13.1848022584899,-3.28356792412641,0.610888037114916,-5.37507321248906,7.65515706707563e-08,2.17265262509497e-06,"sp|B3EWZ5|MLRP1_ACRMI",1e-113,"MAM and LDL-receptor class A domain-containing protein 1 (Fragment) OS=Acropora millepora PE=1 SV=1","tr|A0A2B4RRL6|A0A2B4RRL6_STYPI",0,"MAM and LDL-receptor class A domain-containing protein 1 OS=Stylophora pistillata GN=MALRD1 PE=4 SV=1","gb|PFX19423.1|",0,"MAM and LDL-receptor class A domain-containing protein 1-like isoform X1 [Stylophora pistillata]","GO:0005576; GO:0016020","GO:0016020"
"evm.TU.chromosome_8.1066",36.8643851900919,1.76071148481536,0.327645433434128,5.37383190835574,7.70807189321071e-08,2.1837218116235e-06,"sp|Q6NZ09|ADRM1_DANRE",2.2e-119,"Proteasomal ubiquitin receptor ADRM1 OS=Danio rerio GN=adrm1b PE=1 SV=1","tr|K1QCL6|K1QCL6_CRAGI",6.51e-133,"Proteasomal ubiquitin receptor ADRM1 OS=Crassostrea gigas GN=CGI_10012171 PE=4 SV=1","ref|XP_015755044.1|",0,"PREDICTED: proteasomal ubiquitin receptor ADRM1-like [Acropora digitifera]","GO:0005737; GO:0005634; GO:0000502; GO:0008541; GO:0061133; GO:0070628; GO:0043130; GO:0043248; GO:0006511","GO:0005737; GO:0005634"
"evm.TU.chromosome_9.2818",8.23198867462824,-2.46603043794272,0.459164637625549,-5.37068893348399,7.84364074011459e-08,2.21812507056033e-06,"sp|Q921X9|PDIA5_MOUSE",8.39e-133,"Protein disulfide-isomerase A5 OS=Mus musculus GN=Pdia5 PE=1 SV=1","tr|T2MDU2|T2MDU2_HYDVU",0,"Protein disulfide-isomerase A5 OS=Hydra vulgaris GN=PDIA5 PE=2 SV=1","ref|XP_022803594.1|",0,"probable protein disulfide-isomerase A4 [Stylophora pistillata]","GO:0005783; GO:0005788; GO:0015037; GO:0003756; GO:0045454; GO:0006457; GO:0034976","GO:0005623; GO:0016853; GO:0045454"
"evm.TU.chromosome_10.2437",9.253926338735,2.45620096717991,0.45769911015344,5.3664097497513,8.03193611563157e-08,2.26728844127406e-06,"sp|Q6RI86|TRPA1_RAT",5.76e-99,"Transient receptor potential cation channel subfamily A member 1 OS=Rattus norvegicus GN=Trpa1 PE=2 SV=1","tr|A0A2B4SIJ5|A0A2B4SIJ5_STYPI",0,"Transient receptor potential cation channel subfamily A member 1 OS=Stylophora pistillata GN=Trpa1 PE=4 SV=1","ref|XP_022785534.1|",0,"uncharacterized protein LOC111325892 [Stylophora pistillata]","GO:0016324; GO:0030424; GO:0005887; GO:0032421; GO:0005262; GO:0015278; GO:0015267; GO:0042802; GO:0005216; GO:1990760; GO:0097604; GO:0005245; GO:0097553; GO:0070588; GO:0006816; GO:0007166; GO:0071313; GO:0071244; GO:0070417; GO:0034605; GO:0050968; GO:0050966; GO:1903793; GO:0035774; GO:1904058; GO:0051289; GO:1903522; GO:0098908; GO:0009409; GO:0042493; GO:0042542; GO:0014070; GO:0010033; GO:0048265; GO:0019233; GO:0050955; GO:0014832","GO:0016021; GO:0005216"
"evm.TU.chromosome_1.1275",14.1524169917168,-3.22666123248222,0.601621352099842,-5.36327579003004,8.17260785398659e-08,2.29461682054239e-06,NA,NA,NA,"tr|A7S607|A7S607_NEMVE",7.82e-07,"Predicted protein OS=Nematostella vectensis GN=v1g243099 PE=4 SV=1","gb|KXJ08748.1|",1.83e-20,"hypothetical protein AC249_AIPGENE9520 [Exaiptasia pallida]",NA,""
"evm.TU.chromosome_9.2904_evm.TU.chromosome_9.2905",6.5443157694294,-2.42622450518055,0.452367537831791,-5.36339215853001,8.1673421210346e-08,2.29461682054239e-06,"sp|Q9VCA2|ORCT_DROME",1.46e-72,"Organic cation transporter protein OS=Drosophila melanogaster GN=Orct PE=1 SV=1","tr|A0A2B4SXD9|A0A2B4SXD9_STYPI",0,"Solute carrier family 22 member 15 OS=Stylophora pistillata GN=SLC22A15 PE=4 SV=1","ref|XP_020616372.1|",0,"organic cation transporter protein-like isoform X1 [Orbicella faveolata]","GO:0016021; GO:0005887; GO:0008514; GO:0006915","GO:0016021; GO:0022857"
"evm.TU.chromosome_10.3071",8.29339924206085,2.88355896701613,0.537781526099089,5.36195244178919,8.23272177284812e-08,2.30736728972949e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evm.TU.chromosome_14.651",16.4936985350416,-2.78815258419916,0.520045195652329,-5.36136591109506,8.25950203017189e-08,2.31074660184577e-06,"sp|Q9C091|GRB1L_HUMAN",4.46e-06,"GREB1-like protein OS=Homo sapiens GN=GREB1L PE=1 SV=2","tr|A0A2B4R9M6|A0A2B4R9M6_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene21505 PE=4 SV=1","ref|XP_020612813.1|",0,"uncharacterized protein LOC110051160 isoform X1 [Orbicella faveolata]","GO:0016021; GO:0001822",""
"evm.TU.chromosome_11.279",21.4092075198858,1.5226149258932,0.284277079822834,5.35609457801564,8.5040006955197e-08,2.37491620847298e-06,"sp|P48556|PSMD8_HUMAN",8.49e-107,"26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens GN=PSMD8 PE=1 SV=2","tr|A0A2B4SGL6|A0A2B4SGL6_STYPI",2.57e-175,"26S proteasome non-ATPase regulatory subunit 8 OS=Stylophora pistillata GN=PSMD8 PE=4 SV=1","ref|XP_020618215.1|",0,"26S proteasome non-ATPase regulatory subunit 8-like [Orbicella faveolata]","GO:0005829; GO:0070062; GO:0005654; GO:0005634; GO:0022624; GO:0000502; GO:0005838; GO:0008541; GO:0031145; GO:0002479; GO:0038095; GO:0070498; GO:0000165; GO:0090090; GO:0010972; GO:0051436; GO:0038061; GO:0090263; GO:1903955; GO:0051437; GO:0043687; GO:0043248; GO:0043161; GO:0016579; GO:0000209; GO:0006521; GO:1902036; GO:0043488; GO:0031647; GO:0061418; GO:0031146; GO:0002223; GO:0050852; GO:0055085; GO:0033209; GO:0060071","GO:0005838; GO:0006508"
"evm.TU.chromosome_3.1492",5.52657406155492,4.87664241581621,0.911208385976232,5.35184101778384,8.70638755064264e-08,2.42711816354061e-06,"sp|P16157|ANK1_HUMAN",1.26e-38,"Ankyrin-1 OS=Homo sapiens GN=ANK1 PE=1 SV=3","tr|A0A2B4SG54|A0A2B4SG54_STYPI",0,"Ankyrin repeat and protein kinase domain-containing protein 1 OS=Stylophora pistillata GN=ANKK1 PE=4 SV=1","ref|XP_020627266.1|",0,"ankyrin repeat domain-containing protein 29-like [Orbicella faveolata]","GO:0030673; GO:0016323; GO:0005856; GO:0005829; GO:0031430; GO:0005634; GO:0005886; GO:0045211; GO:0042383; GO:0016529; GO:0014731; GO:0030018; GO:0051117; GO:0008093; GO:0019899; GO:0030507; GO:0005200; GO:0005198; GO:0007010; GO:0006888; GO:0006887; GO:0045199; GO:0010638; GO:0072659; GO:0007165","GO:0016301"
"evm.TU.chromosome_3.727",20.4965532793378,2.95900369821272,0.553027020005459,5.35055899833522,8.76829602347097e-08,2.44004266114143e-06,"sp|Q02763|TIE2_HUMAN",5.75e-83,"Angiopoietin-1 receptor OS=Homo sapiens GN=TEK PE=1 SV=2","tr|A0A2B4RVN9|A0A2B4RVN9_STYPI",0,"Fibroblast growth factor receptor 1 OS=Stylophora pistillata GN=FGFR1 PE=4 SV=1","gb|PFX22514.1|",0,"Fibroblast growth factor receptor 1 [Stylophora pistillata]","GO:0016324; GO:0009925; GO:0016323; GO:0009986; GO:0005911; GO:0005737; GO:0005576; GO:0005925; GO:0005887; GO:0045121; GO:0005815; GO:0005902; GO:0005886; GO:0005524; GO:0019838; GO:0004672; GO:0004713; GO:0005088; GO:0004872; GO:0004714; GO:0001525; GO:0007267; GO:0060216; GO:0001958; GO:0001935; GO:0072012; GO:0007507; GO:0060347; GO:0050900; GO:0000165; GO:0016525; GO:0043066; GO:2000352; GO:0050728; GO:0018108; GO:2000251; GO:0045766; GO:0010595; GO:0001938; GO:0070374; GO:0051894; GO:1902533; GO:0043552; GO:0014068; GO:0051897; GO:0001934; GO:0046777; GO:0051259; GO:2000351; GO:0032878; GO:0043114; GO:0051591; GO:0043627; GO:0001666; GO:0043434; GO:0007165; GO:0002040; GO:0034446; GO:0048014; GO:0007169","GO:0016021; GO:0005524; GO:0005509; GO:0004714"
"evm.TU.chromosome_4.2440",29.061838974017,-1.79371081977835,0.335375765297304,-5.34836146609539,8.875407227179e-08,2.46547816691282e-06,"sp|Q9ULI0|ATD2B_HUMAN",0,"ATPase family AAA domain-containing protein 2B OS=Homo sapiens GN=ATAD2B PE=1 SV=3","tr|A0A2B4RR62|A0A2B4RR62_STYPI",0,"ATPase family AAA domain-containing protein 2 OS=Stylophora pistillata GN=ATAD2 PE=4 SV=1","ref|XP_020613800.1|",0,"ATPase family AAA domain-containing protein 2-like [Orbicella faveolata]","GO:0005654; GO:0005634; GO:0005524; GO:0016887; GO:0003682; GO:0070577; GO:0031936; GO:0045944","GO:0005524; GO:0016887; GO:0006325; GO:0007275; GO:0006355"
"evm.TU.chromosome_4.287",5.50916323260711,6.44601602647551,1.20579638553527,5.34585781132028,8.99898336019656e-08,2.49538946710751e-06,NA,NA,NA,"tr|W4XI06|W4XI06_STRPU",0,"Uncharacterized protein OS=Strongylocentrotus purpuratus PE=4 SV=1","ref|XP_023192317.1|",0,"uncharacterized protein LOC111609249 isoform X1 [Xiphophorus maculatus]",NA,"GO:0003676; GO:0015074"
"evm.TU.chromosome_8.2353",10.0504273248787,3.04063271742294,0.569223151025521,5.34172356121653,9.20669806467494e-08,2.54848546957801e-06,"sp|P46434|GST1_ONCVO",1.08e-33,"Glutathione S-transferase 1 (Fragment) OS=Onchocerca volvulus GN=GST1 PE=1 SV=1","tr|A0A2B4RJ40|A0A2B4RJ40_STYPI",1.01e-103,"Glutathione S-transferase 1 OS=Stylophora pistillata GN=GST1 PE=4 SV=1","ref|XP_020630099.1|",3.61e-110,"hematopoietic prostaglandin D synthase-like [Orbicella faveolata]","GO:0004364","GO:0016740"
"evm.TU.chromosome_1.389",31.4724073578748,-2.00498590492825,0.375383317597885,-5.34116944183444,9.23488868344597e-08,2.55178834307543e-06,"sp|Q17RW2|COOA1_HUMAN",1.03e-88,"Collagen alpha-1(XXIV) chain OS=Homo sapiens GN=COL24A1 PE=1 SV=2","tr|A0A2B4RGJ3|A0A2B4RGJ3_STYPI",0,"Collagen-like protein 2 OS=Stylophora pistillata GN=AWC38_SpisGene20307 PE=4 SV=1","ref|XP_020610965.1|",0,"mucin-19-like [Orbicella faveolata]","GO:0005581; GO:0005788; GO:0005576; GO:0005578; GO:0005201; GO:0002244","GO:0005581; GO:0031012; GO:0005198; GO:0007155"
"evm.TU.chromosome_5.725",17.3888749611833,2.5864521927337,0.484359573542061,5.33994233626746,9.29761497700155e-08,2.5646057480499e-06,"sp|P83870|PHF5A_MOUSE",2.92e-74,"PHD finger-like domain-containing protein 5A OS=Mus musculus GN=Phf5a PE=1 SV=1","tr|A0A2B4RNY1|A0A2B4RNY1_STYPI",6.43e-74,"PHD finger-like domain-containing protein 5A OS=Stylophora pistillata GN=Phf5a PE=4 SV=1","gb|EDO31922.1|",9.97e-74,"predicted protein [Nematostella vectensis]","GO:0071013; GO:0016363; GO:0016607; GO:0005654; GO:0071011; GO:0005689; GO:0005686; GO:0003677; GO:0003700; GO:0046872; GO:0003723; GO:0000398; GO:0045893; GO:0006351",""
"evm.TU.chromosome_12.1572",21.4761874308449,2.00713014347944,0.375991404817309,5.33823411323642,9.38562184587571e-08,2.5843392082635e-06,"sp|P62308|RUXG_HUMAN",2.89e-38,"Small nuclear ribonucleoprotein G OS=Homo sapiens GN=SNRPG PE=1 SV=1","tr|A0A2B4S6A4|A0A2B4S6A4_STYPI",1.99e-46,"Putative small nuclear ribonucleoprotein G OS=Stylophora pistillata GN=SmG PE=4 SV=1","ref|XP_020611063.1|",3.44e-48,"small nuclear ribonucleoprotein G-like [Orbicella faveolata]","GO:0071013; GO:0005829; GO:0034709; GO:0005654; GO:0043186; GO:0071011; GO:0030532; GO:0034719; GO:0005681; GO:0097526; GO:0005685; GO:0005689; GO:0005686; GO:0071004; GO:0005687; GO:0005682; GO:0005683; GO:0003723; GO:0008334; GO:0000398; GO:0051170; GO:0008380; GO:0000245; GO:0000387; GO:0006369","GO:0005681; GO:0019013; GO:0000387"
"evm.TU.chromosome_5.2450",227.328427218819,1.2363804220024,0.231664448381212,5.33694501094916,9.45256917667826e-08,2.59821494269642e-06,"sp|Q9Y2D1|ATF5_HUMAN",5.41e-16,"Cyclic AMP-dependent transcription factor ATF-5 OS=Homo sapiens GN=ATF5 PE=1 SV=4","tr|A0A2B4SAN8|A0A2B4SAN8_STYPI",8.3e-122,"Cyclic AMP-dependent transcription factor ATF-4 OS=Stylophora pistillata GN=Atf4 PE=4 SV=1","ref|XP_020620649.1|",1.85e-167,"cyclic AMP-dependent transcription factor ATF-5-like [Orbicella faveolata]","GO:0005813; GO:0005829; GO:0005654; GO:0005634; GO:0005667; GO:0003682; GO:0003700; GO:0019900; GO:0000977; GO:0043565; GO:0003714; GO:0044212; GO:0001228; GO:0015631; GO:0021930; GO:0007623; GO:0045444; GO:0035264; GO:0043066; GO:1902750; GO:0008285; GO:0045892; GO:0021891; GO:0045944; GO:0045893; GO:0009791; GO:0046605; GO:0006357; GO:0006355","GO:0003700"
"evm.TU.chromosome_6.2822",69.399483569441,1.92617221643135,0.361254359927632,5.33190026223409,9.7190317820889e-08,2.66213270191772e-06,"sp|Q99435|NELL2_HUMAN",5.92e-18,"Protein kinase C-binding protein NELL2 OS=Homo sapiens GN=NELL2 PE=1 SV=1","tr|A0A2B4S1E1|A0A2B4S1E1_STYPI",0,"Protein kinase C-binding protein NELL2 OS=Stylophora pistillata GN=nell2 PE=4 SV=1","ref|XP_020604586.1|",0,"protein kinase C-binding protein NELL1-like [Orbicella faveolata]","GO:0005623; GO:0005576; GO:0005509; GO:0070050","GO:0016301"
"evm.TU.chromosome_13.3348",19.9378926741241,1.97746048784064,0.371230100819181,5.32677841445789,9.99699970420066e-08,2.73350018044302e-06,"sp|Q58DL5|BCAR3_BOVIN",1.98e-29,"Breast cancer anti-estrogen resistance protein 3 OS=Bos taurus GN=BCAR3 PE=2 SV=2","tr|A0A2B4T267|A0A2B4T267_STYPI",0,"SH2 domain-containing protein 3C OS=Stylophora pistillata GN=SH2D3C PE=4 SV=1","ref|XP_020612350.1|",0,"breast cancer anti-estrogen resistance protein 3-like [Orbicella faveolata]","GO:0005622; GO:0005085; GO:0005070; GO:0007165; GO:0007264","GO:0005622; GO:0005085; GO:0007264"
"evm.TU.chromosome_12.3207",19.5982206870591,1.72630249969633,0.324165437855494,5.32537494162433,1.00745010272346e-07,2.74990075865127e-06,"sp|Q98931|LRP8_CHICK",0,"Low-density lipoprotein receptor-related protein 8 OS=Gallus gallus GN=LRP8 PE=1 SV=1","tr|A7RXU8|A7RXU8_NEMVE",0,"Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g60176 PE=4 SV=1","ref|XP_020606236.1|",0,"low-density lipoprotein receptor-like [Orbicella faveolata]","GO:0016021; GO:0005509; GO:0006897; GO:0021517","GO:0005509"
"evm.TU.chromosome_6.711",7.66281950920819,5.30142229024995,0.995879361309079,5.32335792488084,1.01869022290483e-07,2.7757540014742e-06,NA,NA,NA,NA,NA,NA,"ref|XP_020628926.1|",4.02e-23,"protein lifeguard 1-like [Orbicella faveolata]",NA,NA
"evm.TU.chromosome_10.482",22.7611182001959,1.44390908988515,0.271289208296366,5.32239781653154,1.02408311494625e-07,2.78561256309904e-06,"sp|Q61655|DD19A_MOUSE",0,"ATP-dependent RNA helicase DDX19A OS=Mus musculus GN=Ddx19a PE=1 SV=2","tr|A0A2B4S369|A0A2B4S369_STYPI",0,"ATP-dependent RNA helicase DDX19A OS=Stylophora pistillata GN=DDX19A PE=4 SV=1","ref|XP_020630470.1|",0,"ATP-dependent RNA helicase DDX19A-like [Orbicella faveolata]","GO:0071013; GO:0005737; GO:0031965; GO:0005643; GO:0005730; GO:0005524; GO:0004004; GO:0003723; GO:0051028; GO:0015031; GO:0010468; GO:0010501; GO:0008380","GO:0005524; GO:0004386; GO:0003676"
"evm.TU.chromosome_10.1471",35.3393784225466,-1.09882864096848,0.206528239558743,-5.32047647971133,1.03495829402374e-07,2.80546984882602e-06,"sp|B1AJZ9|FHAD1_HUMAN",8.47e-41,"Forkhead-associated domain-containing protein 1 OS=Homo sapiens GN=FHAD1 PE=2 SV=2","tr|A0A2B4STS1|A0A2B4STS1_STYPI",0,"Forkhead-associated domain-containing protein 1 OS=Stylophora pistillata GN=Fhad1 PE=4 SV=1","ref|XP_020624000.1|",0,"forkhead-associated domain-containing protein 1-like isoform X1 [Orbicella faveolata]","",""
"evm.TU.chromosome_7.1708",5.48804145925475,-2.73638380638429,0.514298716999325,-5.32061176887572,1.03418888410942e-07,2.80546984882602e-06,"sp|P10079|FBP1_STRPU",1.27e-88,"Fibropellin-1 OS=Strongylocentrotus purpuratus GN=EGF1 PE=1 SV=2","tr|A0A2B4S6P1|A0A2B4S6P1_STYPI",0,"Fibropellin-1 OS=Stylophora pistillata GN=EGF1 PE=4 SV=1","ref|XP_020602064.1|",0,"fibropellin-1-like isoform X2 [Orbicella faveolata]","GO:0032579; GO:0031410; GO:0005615; GO:0005509","GO:0005509"
"evm.TU.chromosome_2.84",12.5649533189816,1.86441717145808,0.351013798049988,5.31152103369045,1.08714020178326e-07,2.93677546763997e-06,"sp|O15541|R113A_HUMAN",3.4e-117,"RING finger protein 113A OS=Homo sapiens GN=RNF113A PE=1 SV=1","tr|A0A2B4T2N5|A0A2B4T2N5_STYPI",0,"RING finger protein 113A OS=Stylophora pistillata GN=RNF113A PE=4 SV=1","gb|PFX34917.1|",0,"RING finger protein 113A-like [Stylophora pistillata]","GO:0005684; GO:0046872; GO:0045292; GO:0034247","GO:0046872"
"evm.TU.chromosome_5.2669",7.40428219388084,-2.57143031290431,0.484104404540114,-5.31172674486839,1.08591347676341e-07,2.93677546763997e-06,"sp|Q69Z98|BRSK2_MOUSE",0,"Serine/threonine-protein kinase BRSK2 OS=Mus musculus GN=Brsk2 PE=1 SV=2","tr|T1KPA9|T1KPA9_TETUR",0,"Uncharacterized protein OS=Tetranychus urticae GN=107365933 PE=4 SV=1","ref|XP_020620627.1|",0,"serine/threonine-protein kinase BRSK2-like [Orbicella faveolata]","GO:0005813; GO:0005737; GO:0005783; GO:0005634; GO:0048471; GO:0005524; GO:0051117; GO:0000287; GO:0019901; GO:0004674; GO:0050321; GO:0031532; GO:0007409; GO:0051301; GO:0036503; GO:0030010; GO:0006887; GO:0000086; GO:0035556; GO:0070059; GO:0030182; GO:0048812; GO:0018105; GO:0006468; GO:0061178","GO:0005524; GO:0004672"
"evm.TU.chromosome_10.2650",2.94699114593331,-5.31266537231913,1.00028021766102,-5.31117708669862,1.08919426992446e-07,2.93726873994235e-06,"sp|B3EWY9|MLP_ACRMI",7.71e-28,"Mucin-like protein (Fragment) OS=Acropora millepora PE=1 SV=1","tr|A0A2B4T1C5|A0A2B4T1C5_STYPI",7.51e-159,"Hemicentin-1 OS=Stylophora pistillata GN=HMCN1 PE=4 SV=1","ref|XP_020630826.1|",4.61e-166,"coadhesin-like [Orbicella faveolata]","GO:0016021; GO:0005509; GO:0007160","GO:0016021"
"evm.TU.chromosome_11.1003",14.7350148054226,-2.20371524743547,0.414989341633256,-5.31029360600539,1.094487689097e-07,2.94648100864105e-06,"sp|P22897|MRC1_HUMAN",1.63e-21,"Macrophage mannose receptor 1 OS=Homo sapiens GN=MRC1 PE=1 SV=1","tr|A0A2B4SNH1|A0A2B4SNH1_STYPI",0,"Macrophage mannose receptor 1 OS=Stylophora pistillata GN=MRC1 PE=4 SV=1","ref|XP_020608091.1|",0,"macrophage mannose receptor 1-like isoform X2 [Orbicella faveolata]","GO:0009986; GO:0010008; GO:0005887; GO:0005886; GO:0005537; GO:0004872; GO:0004888; GO:0001618; GO:0071346; GO:0071353; GO:0071222; GO:0006898",""
"evm.TU.chromosome_3.785",13.7007341822164,-2.45947579504338,0.463233096601653,-5.30936976024914,1.10004958401109e-07,2.9563832570298e-06,"sp|Q9NXG6|P4HTM_HUMAN",2.37e-62,"Transmembrane prolyl 4-hydroxylase OS=Homo sapiens GN=P4HTM PE=1 SV=2","tr|A0A2B4RUE7|A0A2B4RUE7_STYPI",0,"Transmembrane prolyl 4-hydroxylase OS=Stylophora pistillata GN=P4HTM PE=4 SV=1","ref|XP_020619563.1|",0,"transmembrane prolyl 4-hydroxylase-like [Orbicella faveolata]","GO:0005789; GO:0016021; GO:0005509; GO:0005506; GO:0031418; GO:0016706; GO:0045646","GO:0016021; GO:0005509; GO:0005506; GO:0031418; GO:0016705"
"evm.TU.chromosome_13.2011",56.9941367339405,-0.974679636814788,0.183641706582124,-5.30750696535764,1.11134760178309e-07,2.98164112991207e-06,"sp|Q8BX70|VP13C_MOUSE",0,"Vacuolar protein sorting-associated protein 13C OS=Mus musculus GN=Vps13c PE=1 SV=2","tr|A0A2B4S1Q6|A0A2B4S1Q6_STYPI",0,"Vacuolar protein sorting-associated protein 13C OS=Stylophora pistillata GN=Vps13c PE=4 SV=1","ref|XP_022794312.1|",0,"vacuolar protein sorting-associated protein 13A-like [Stylophora pistillata]","GO:0005829; GO:0005741; GO:0007005; GO:1905090","GO:0005509"
"evm.TU.chromosome_4.1410",729.147158261858,-0.861117822962673,0.162325499117865,-5.30488326013039,1.12745125779361e-07,3.01968387219637e-06,"sp|Q9UPN3|MACF1_HUMAN",0,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1 PE=1 SV=4","tr|A0A2B4SNH0|A0A2B4SNH0_STYPI",0,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Stylophora pistillata GN=MACF1 PE=4 SV=1","ref|XP_020621226.1|",0,"nesprin-1-like isoform X4 [Orbicella faveolata]","GO:0005737; GO:0005856; GO:0005794; GO:0005874; GO:0005886; GO:0032587; GO:0003779; GO:0051015; GO:0016887; GO:0045296; GO:0005509; GO:0051011; GO:0003723; GO:0043001; GO:0045773; GO:0030177; GO:0030334; GO:0010632; GO:0051893; GO:0032886; GO:0016055; GO:0042060","GO:0003779; GO:0005509; GO:0008017"
